Country/Region;Population;Area;Maximum;Per 100,000 inh.;% Confirmed;Blank 2;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08
US Delaware;973764;5047;13614;1398.0800276042;0.8782092633;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;12;14;21;28;37;44;63;83;96;127;171;184;211;259;301;323;374;507;583;701.5;824;950.5;1076;1179;1324;1384;1444;1569;1810;1865;2101;2195.5;2292;2490;2665;2931;3023;3145;3275;3722;3838;4241;4304;4372;4545;4655;4816;4889;4963;5364;5522;5691;5852;6016;6129;6297;6499;6764;6910;7081;7202;7398;7566;7719;7903;8044;8205;8321;8475;8574;8603;8677;8742;8927;9002;9107;9186;9210;9244;9269;9341;9438;9468;9516;9551;9599;9666;9722;9757;9833;9894;9935;9989;10099;10169;10263;10308;10333;10374;10463;10500;10574;10709;10859;10956;10989;11210;11402;11473;11605;11770;11889;11935;12002;12074;12164;12225;12300;12389;12469;12533;12752;12844;12934;13047.5;13159;13205;13337;13614;13585
US District of Columbia;705749;158;11127;1576.6228503335;0.8793961906;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5.5;7;9;10;11;8;13;20;27;56;56;76;92;115;156;199;229;257;292;348;428;514;572;671;811;902;992;1099;1313;1384;1507;1613;1697;1770;1868;1992;2126;2245;2426;2542;2669;2834;2929;3076;3224;3388;3518;3564;3658;3756;3965;4290;4422;4633;4778;4922;5054;5242;5481;5675;5845;5949;6045;6139;6283;6411;6580;6657;6802;6964;7078;7313;7418;7483;7606.5;7734;7839;7907;7990;8032;8206;8286;8342;8366;8493;8593;8669;8738;8799;8854;8937;8996;9046;9108;9161;9217;9248;9267;9294;9349;9397;9427;9461;9497;9533;9564;9591;9617;9648;9680;9724;9759;9794;9816;9858;9869;9904;9936;9989;10062;10098;10162;10220;10266;10324;10363;10442;10492;10530;10609;10675;10753;10840;10942;10984;11060;11127
US Florida;21477737;138887;406273;1891.6005908816;0.7715357868;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.5;2;4;4;1;6;4;16;23;60;78;109;227;262;357;467;612;935;1116;1373;2001;2375;3325;3781;4990;5801;6346;7364;8886;10357;11370;12518;13891;14545;15385;16500;17419;18261;19500;20213;21271;21607;22805;23881;24593;25237;25959;26704;27165;28436;29054;29737;30333;30997;31295;31742;32737;33423;34029;34824;35310;35829;36606;36931;37689;38280;38651;39585;40002;40764;41515.5;42281;43054;43899;44331;44821;45984;46706;47354;48081;48948;49404;49745;50347;51530;52408;53141;53800;54362;55654;57029;58291;59521;60684;61638;62667;63994;65646;67507;70063;72050;73780;76505;79069;82208;85963;89994;93459;96337;99560;105023;109907;118757;128244;136729;141960;147920;154371;164324;173682;185050;195020;201264;208475;218324;227086;238383;248617;263839;276386;285389;295353;309066;320275;330425;342841;353115;362308;371868;381997;394261;406273
US Georgia;10617423;148959;161002;1516.3943265706;0.7543656613;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;19;34;35;58;124;236;306;389;543;697;885;1146;1585;1938;2218;2345;3428;4086;4761;5181;5487;5960;6581;8019;9065;9694;10591;11255;11540;12344;13197;13894;14549;16040;16495;17124;17725;18593;19429;20176;20770;21295;21996;22472;23154;24118;24628;25713;26714;26996;27726;28047;29009;29685;30321;30721;31617;32097;32764;33425;33896;34707;35144;35659;36007;36619;37524;38258;39044;39958;40658;41136;41445;42092;42695;43252;43840;44535;45124;45678;46319;47242;47985;48667;49255;49849;50561;51282;52228;53013;54025;54903;55630;56273;57203;58063;59153;60952;61841;63050;64779;66459;68165;70030;71989;74209;76391;78237;81146;84605;87361;90151;92343;93888;97216;100555;103367;107769;110906;113428;117060;120400;124192;127604;131431;136047;139283;141733;145146;148318;152562;157284;161002
US Guam;162742;543;335;205.8472920328;0.8131067961;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;9;10;11;23;25;28;33;41;47;50;51;53;64;72;77;79;88;107;108;116;120;123;125;128;128.0909090909;128.1818181818;128.2727272727;128.3636363636;128.4545454545;128.5454545455;128.6363636364;128.7272727273;128.8181818182;128.9090909091;129;130;136;137;138;139;140;140.5;141;142;143;145;144;145;146;146.1666666667;146.3333333333;146.5;146.6666666667;146.8333333333;147;147.5;148;149;151.2;153.4;155.6;157.8;160;160.25;160.5;160.75;161;162.5;164;165;167;167.5;168;169;170;172;173;174;174.2;174.4;174.6;174.8;175;177;178;179;180;180.3333333333;180.6666666667;181;183;188;195;217;218;219;220;226;240;243;245.3333333333;247.6666666667;250;254;262;275;281;283;289.5;296;298;302;304;305;307;307.25;307.5;307.75;308;309;309.5;310;312;314;322;325;327;332;335
US Hawaii;1415872;16635;1518;107.2130814085;0.4873194222;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;7;10;13;15;24;34;44;52;72;85;90;100;112;143;166;195;199;249;276;310;342;361;377;398;423;430;452;472;485;488;501;514;525;537;558;563;567;569;575;579;584;586;589;590;592;596;601;602;603;603.5;604;608;609;612;613;614;615;617;618;621;620;621;622;623;623.5;624;626;630;625;626;626.25;626.5;626.75;627;630;632;634;635;635.5;636;637;638;647;656;658;659;665;668;675;689;705;710;718;722;726;744;770;784;795;797;800;816;831;847;853;880;878;895;904;924;952;975;999;1006;1047;1069;1104;1132;1174;1194;1217;1238;1266;1285;1308;1328;1355;1367;1391;1408;1461;1518
US Idaho;1787065;214045;17035;953.2389700431;0.7121060112;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;14;21;32;37;37;58;105;165;205;234;283;382;486;628;850;970;1033;1056;1122;1159;1178;1299;1342;1351;1370;1395;1404;1527;1546;1592;1605;1608;1672;1701;1736;1769;1803;1820;1830;1847;1883;1915;1943;1962;1988;2010.5;2032;2050;2081;2101;2126;2151;2166;2181;2212;2242;2269;2307;2337;2355;2372;2393;2423;2451;2512;2543;2567.3333333333;2591.6666666667;2614;2646;2683;2716;2752;2785.5;2818;2845;2902;2965;3022;3050;3075;3100;3131;3170;3212;3263;3308;3339.5;3371;3448;3540;3651;3778;3913;4037;4160;4308;4547;4765;5047;5217;5433.5;5650;6014;6260;6479;6876;7251;7614;7930;8413;8834;9290;9784;10359;10756;11250;11558;12272;12956;13563;14105;14676;15066;15612;16105;16513;17035
US Illinois;12671821;143793;163285;1288.5677599139;0.8416839349;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0.5;0;0;0;3;3;0;0;0;0;20;60;147;265;375;510;775;966;1155;1403;2010;2430;2814;3876;4263;5126;6032;6623;7770;9098;9966;10913;12081;13513;14734;16092;17306;18919;20042;21122;22378;23378;25118;26601;27739;28846;30221;32134;33823;36417;38428;40497;42424;44501;46563;48990;51997;54376;57322;59606;61583;63707;66266;69045;71295;72885;74123;78098;79615;82751;85099;87127;88801;91073;92505;94797;96950;99649;101932;104400;105915;106999;108033;109470;111014;112447;113771;114727;116269;117164;118041;119197;120061;120906;122264;123025;123587;124313;125011;125658;126315;126774;127376;127894;128451;129255;129880;130532;130988;131552;132231;133105;133999;134761;135388;136120;136819;137639;138483;139407;140251;140885;141493;142057;143014;144012;145322;146505;147458;148323;149000;150171;151412;152817;154085;155036;156200;157136;158706;160309;161877;163285
US Indiana;6732219;92789;58484;868.7180259585;0.7980132902;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;74;120;192;274;400;681;902;1171;1436;1771;2129;2562;2918;3408;3849;4375;4877;5282;5645;6166;6650;7115;7392;7626;7890;8428;8979;9412;9964;10422;10771;11061;11625;12233;12905;13504;14421;15010;15563;16189;16939;17554;18182;18742;19209;20006;20590;21205;21789;22150;22651;23123;23443;23985;24545;25155;25644;26113;26508;27067;27705;28151;28609;29073;29399;29739;30082;30688;31162;31798;32152;32397;32790;33237;33605;34062;34461;34857;35070;35464;35759;36162;36551;36927;37290;37806;38146;38363;38776;39065;39374;39730;39935;40154;40408;40916;41392;41819;42170;42466;42819;43167;43592;44112;44612;45186;45506;45780;46200;46695;47416;48184;48709;49131;49761;50438;51134;51848;52683;53596;54226;54920;55666;56589;57575;58484
US Iowa;3155070;144669;40746;1291.4451977294;0.8438995091;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;12;13;13;14;14;16;16;20;27;34;54;68;80;98;118;150;204;264;295;381;448;496;554;635;712;793;867;965;1055;1174;1281;1398;1469;1583;1763;1847;1979;2162;2338;2718;2971;3434;3529;3693;4202;4840;5211;5597;6087;6537;6827;7548;8295;8818;9348;9739;10016;10653;11032;11227;11505;11914;12434;12798;13171;13527;13797;14117;14404;14788;15040;15590;15912;16295;16648;16965;17079;17730;17934;18283;18594;18900;19042;19347;19382;20126;20471;20797;20982;21301;21548;21859;22243;22633;23013;23221;23345;23464;23744;24136;24555;24775;25242;25328;25648;25970;26458;26943;27264;27739;28028;28250;28689;29431;29645;30254;30559;30860;31227;31701;32422;33161;33821;34244;34696;35010;35445;36275;36855;37035;37847;38284;38586;38894;39726;40358;40746
US Kansas;2913314;211754;25083.3333333333;860.989695355;0.8187000892;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;3;6;6;21;27;34;42;57;71;88;126;152;206;263;306;359;406;472;536;612;655;745;793;936;994;1055;1151;1219;1256;1302;1369;1459;1575;1659;1715;1850;1888;2067;2335;2625;2899;3017;3170;3333;3574;4074;4277;4574;4858;5072;5285;5556;5966;6316;6566;6763;6928;7104;7263;7472;7678;7829.3333333333;7980.6666666667;8123;8222.5;8317;8526.5;8726;8812.6666666667;8899.3333333333;8982;9041.5;9097;9288;9476;9573.3333333333;9670.6666666667;9766;9845.5;9923;10034.5;10139;10224.6666666667;10310.3333333333;10391;10472;10551;10668.5;10783;10907;11031;11149;11280;11409;11598;11782;11917.3333333333;12052.6666666667;12185;12437.5;12688;12972;13254;13555.6666666667;13857.3333333333;14155;14428.5;14691;15155.5;15620;15947.3333333333;16274.6666666667;16594;16952.5;17310;17806.5;18285;18767.3333333333;19249.6666666667;19723;20160.5;20584;21100;21607;22063.3333333333;22519.6666666667;22969;23354;23736;24238.5;24729;25083.3333333333
US Kentucky;4467673;102269;25992;581.7793737366;0.7516918272;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;5.5;5;6;7;12;11;9;15;16;17;59;59;65;92;125;158;212;300;342;376;476;558;641;694;773;807;854;978;1161;1502;1566.5;1635;1755;1835;1985;2056;2189;2274;2459;2707;2789;2917;3090;3187;3481;3601;3770;3835;4054;4213;4380;4547;4670.5;4796;4879;5456;5558;5743;5897;6049;6167.5;6286;6453;6680;6816;7026;7257;7439.5;7627;7668;7709;7820;7956;8101;8267.6666666667;8431.3333333333;8593;8637.5;8691;8965;9205;9541;9673;9892;10185;10455;10763;10855.5;10950;11171;11345;11399;11642;11892;11988;12087;12264;12423;12616;12869;13045;13165;13246;13539;13755;14005;14239;14423.5;14607;14718;14989;15197;15429;15718;15967.6666666667;16223.3333333333;16481;16845;17242;17561;17979;18425;18689;18944;19504;19953;20352;20870;21444;22419;22670;23309;23788;24387;25167;25992
US Louisiana;4648794;111898;101447;2182.2218837832;0.7879623445;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;103;171;360;660;806;1143;1603;1991;2509;2700;3141;4224;5321;7994;9084;11229;11714;13539;14879;15557;16743;17652;18370;18925;19319;19760;20149;20670;21191;21630;21959;22459;22739;23143;23531;23913;24245;24487;24760;24939;25279;25584;26263;26661;26849;27110;27415;27791;28023;28187;28749;28910;29125;29349;29940;30749;31071;31332;31641;31908;32203;32446;33621;34013;34115;34233;34865;35097;35529;35815;36193.5;36573;36902;37323;37704;38071;38500;38905;39382;39711;39933;40478;40878;41308;41805;43093;43420;43973;44485;45396;45319.5;45237;46107;46490;46943;48276;49138;50060;51389;52099.5;52820;53658;54650;56717;58076;59780;60748.5;61683;62755;64655;66481;68308;70921;73088;74359;76041;78230;80248;82486;84641;86199;87699;90868;92532;95258;97504;99527;101447
US Maine;1344212;79883;3665;272.6504450191;0.9103328366;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;14;27;36;46;48;63;79;97;113;135;139;151;192;234;256;283;320;349;403;424;436;464;483;498;516;539;566;583;647;683;718;743;772;791;810;818;827;845;875;902;926;951;958;975;990;1026;1054;1082;1115;1134;1153;1181;1257;1299;1331;1358;1384;1398;1434;1481;1518;1559;1598;1624;1647;1724;1782;1850;1915;1956;1975;2009;2037;2089;2126;2182;2225;2248;2276;2316;2344;2380;2422;2468;2486;2504;2534;2564;2618;2653;2689;2705;2714;2731;2773;2808;2831;2848;2862;2884;2907;2959;2991;3042;3077;3105;3139;3180;3214;3258;3280;3298;3306;3322;3342;3368;3381;3401;3420;3439;3445;3457;3476;3513;3523;3564;3587;3600;3606;3613;3633;3665
US Maryland;6045680;25142;79477;1314.6081168702;0.8403061926;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;5;7;9;7;2;14;33;43;65;89;122;150;189;232;359;519;694;904;1029;1239;1516;1832;2217;2543;2983;3362;3639;4750;5354;6069;6746;7224;7891;8373;8864;9558;10296;10985;11458;12260;12717;13255;14157;14973;16074;16842;17699;18279;18968;19807;21481;22433;23372;24286;24953;25965;27153;28211;29228;30246;30994;31644;32354;33402;34448;35406;36208;37137;38900;39657;40863;41722;42755;43564;44376;44876;45579;46834;48088;49089;49839;50380;51193;51986;52842;53740;54430;54907;55330;55812;56357;57068;57471;58148;58533;58857;59219;59764;60017;60325;60720;61063;61357;61741;62062;62489;62812;63140;63458;63929;64225;64577;65076;65602;65973;66255;66522;66994;67456;68038;68488;69034;69669;70080;70802;71538;72176;72878;73700;74616;75162;76015;76636;77285;78201;79477
US Massachusetts;6892503;20202;106547;1545.8390079772;0.8826618949;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;122;177;230;545;1124;1593;2319;3212;3800;4442;5192;6137;7200;8481;9654;10256;11436;12655;14095;16074;18001;19889;22482;23791;24956;26565;28930;31409;33681;35816;37326;38956;40493;43440;46267;48508;49959;51354;53161;54950;56723;58719;60558;62290;63225;64333;65959;67573;69105;70439;71421;72046;72859;73950;75542;76703;78165;79164;80017;80840;81818;82883;83654;84373;85359;85918;86285;86766;87403;87974;88725;89341;93158;93498;93858;94293;94757;95304;95578;95752;95999;96218;96704;97046;97354;97543;97595;97831;98070;98290;98501;98764;98878;99012;99226;99368;99569;99774;100133;100342;100438;100542;100775;100958;101226;101419;101543;101704;101888;102134;102413;102612;102888;103068;103291;103579;103767;103986;104270;104612;104896;105141;105376;105661;105956;106276;106547
US Michigan;9986857;146435;79346.5;794.5092234724;0.8248848645;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;18;32;47;62;85;105;132;197;272;386;543;733;913;1129;1496;3108;3855;4475;5301;5993;6672;7771;8706;9735;10719;11882;12784;13535;14972;16122;17574;18535;19595;20474;21222;22438;23493;24462;25385;26354;27051;27630;28554;29366;30198;31021;31800;32450;32916;33772;34808;35866;36769;37743;38227;38708;39570;40350;41256;42227;42915;43315;43633;44382;45027;45617;46176;46763;47120;47393;48326;49938;50731;51285;51909;52221;52460;52969;53707;54267;54709;55166;55377;55530;55690;56124;56509;56812;57126;57308;57552;57796;58069;58346;58555;58754;58827;58879;59007;59058;59068;59316;59538;59683;59896;59924;60076;60299;60586;60882;61327;61493;61736;61946;62293;62718;63044;63366;63632;63902;64402;64759;65330;65820;66217;66575;66896;67518;68163;68668;69285;69970;70376;70793;71443;72491;73396;74143;74881;75411;75932;76588;77252;77925;78548;79346.5
US Minnesota;5639632;206232;48602;861.7938191712;0.8086720687;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;10;20;41;58;85;119;169;234;252;269;281;303;320;363;410;463;515;583;623;655;753;837;886;962;1008;1037;1083;1187;1272;1355;1437;1511;1562;1592;1726;1864;2002;2143;2297;2393;2495;2762;2997;3273;3762;4254;4569;4934;5596;6174;6830;7453;8044;8362;8680;9495;10119;10724;11510;12189;12460;12674;13489;14135;14830;15588;16357;16669;16966;17927;18760;19512;20456;21215;21584;21924;22316;23080;23721;24279;24708;24867;24993;25562;26032;26532;26914;27295;27449;27576;28020;28441;28767;28977;29017;29013;29011;29223;29406;29814;30180;30528;30964;31412;31716;31955;32240;32595;33083;33496;34009;34319;34755;35158;35644;36051;36302;36555;36984;37545;37997;38562;39161;39960;40667;41156;41550;42113;42713;43373;43824;44550;45451;45797;46291;47044;47807;48602
US Mississippi;2976149;121531;49223;1653.9158489713;0.7385739579;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;24;51;105;164;198;261;310;409;497;570;662;749;826;951;1048;1218;1303;1479;1569;1732;1810;2059;2260;2421;2554;2713;2848;3110;3363;3512;3683;3971;4202;4374;4520;4757;5025;5297;5481;5659;5885;6104;6335;6719;6931;7029;7349;7653;7854;8106;8494;8762;8876;9039;9256;9420;9790;10091;10400;10562;10693;10937;11185;11428;11821;12202;12435;12621;12894;13176;13504;13909;14340;14610;14857;15105;15384;15622;15821;15831;16332;16790;17136.5;17472;17771;18069;18313;18477;18740;19079;19559;19878.2;20207.4;20521.6;20846.8;21173;21740;22236;23312;23851;24301;24643;25317;25975;26610;27462;28390;29328;29545;29899;30825;31465;32155;33159;33939;34792;35179;35999;37004;38186;39166;40153;40935;42178;43771;45267;46228;47815;49223
US Missouri;6137428;178040;39408;642.093072212;0.6868017916;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;28;49;56;144;216.5;298;425;573;729;824.5;917;1194;1434;1682;1948;2116;2191;2545;2848;3119;3321;3537;3751;3886;4100;4372;4577;4782;4946;5166;5315;5449;5564;5741;5903;6176;6354;6515;6683;6779;6883;7000;7259;7565;7792;8149;8300;8471;8680;8818;8990;9163;9233;9320;9446;9610;9718;9904;10017;10172;10297;10446;10554;10759;10943;11179;11348;11451;11644;11813;11923;12083;12268;12447;12693;12858;13111;13305;13487;13597;13773;13952;14212;14408;14595;14814;15002.5;15191;15399;15608;15886;16175;16563;16975;17115;17463.5;17822;18370;18863;19192;19506;19960;20458;20825;21170;21709;22085;22307;22724;23486;24045;24820;25388;25951;26246;26689;27613;28494;29189;30045;30995;31841;32369;33496;34791;36420;38051;39408
US Montana;1068778;376962;3185;298.0038885531;0.6514624668;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;6;3.5;4;5;7;11;15;25;28;40;47;65;102;123;148;164;177;201;220;235;255;276;289;307;318;340;351;363;373;380;384;388;399;406;410;417;419;421;423;426;428;429;432;433;435;436;437;438;439;440;441;440;440.6666666667;441.3333333333;442;442.3333333333;442.6666666667;443;444;445;447;449;451;452;453;454;461;462;461.3333333333;461.6666666667;462;462.3333333333;462.6666666667;463;467;475;487;496;500;504;505;519;521;520;525;527;533;540;542;551;566;579;587;592;608;633;643;675;694;717;720;743;778;801;823;834;887;933;982;1048;1091;1130;1175;1210;1287;1329;1423;1547;1631;1712;1796;1901;2042;2176;2306;2410;2472;2557;2648;2748;2845;2969;3185
US Nebraska;1934408;198974;23829;1231.8497442111;0.8478864219;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;5;10;13;12;15;16;18;20;22;26;32;40;42;42;49;59;70;79;91;128;154;190;225;255;297;335;381;414;481;522;588;650;738;758;816;846;884;996;1065;1211;1396;1570;1640;1727;2034;2329;2636;2930;3258;3271;3677;4168;4719;5203;5787;5958;6306;6633;7047;7684;8087;8165;8422;8539;8912;9252;9602;10050;10178;10447;10665;10935;11239;11476;11801;11946;12167;12428;12781;13049;13438;13689;13885;14125;14380;14632;14877;15135;15299;15390;15503;15627;15768;16055;16247;16366;16458;16582;16757;16950;17133;17307;17423;17526;17674;17810;17939;18062;18238;18490;18614;18754;18891;19019;19153;19359;19526;19628;19740;19891;20114;20307;20461;20682;20856;21082;21396;21655;21806;22029;22149;22251;22515;22858;23151;23478;23829
