#;Company;Symbol;Price;Chg;% Chg;Weight sp500;Weight nasdaq100
374;PNC Financial Services Group Inc.;PNC;220.57;8.18;3.85%;0.226356
375;PPG Industries Inc.;PPG;170.62;-2.48;-1.43%;0.103056
376;PPL Corporation;PPL;30.01;-0.04;-0.13%;0.057968
377;PTC Inc.;PTC;117.14;-1.19;-1.01%;0.031423
378;PVH Corp.;PVH;110.37;0.91;0.83%;0.019661
379;Packaging Corporation of America;PKG;137.65;-1.33;-0.96%;0.03311
380;Palo Alto Networks Inc;PANW;532.91;28.05;5.56%;;0.344
381;Parker-Hannifin Corporation;PH;324.13;5.76;1.81%;0.103068
382;PayPal Holdings Inc.;PYPL;192.67;5.51;2.94%;0.552485;1.493
383;Paychex Inc.;PAYX;130.8;-0.89;-0.68%;0.10579;0.322
384;Paycom Software Inc.;PAYC;358.75;-2.19;-0.61%;0.043488
385;Peloton Interactive Inc;PTON;33.96;1.73;5.37%;;0.068
386;Penn National Gaming Inc.;PENN;46.86;0.25;0.54%;0.019455
387;Pentair plc;PNR;69.42;-0.97;-1.38%;0.029267
388;People's United Financial Inc.;PBCT;19.87;0.76;3.98%;0.020545
389;PepsiCo Inc.;PEP;173.86;0.04;0.02%;0.603821;1.593
390;PerkinElmer Inc.;PKI;181.6;0.54;0.30%;0.057429
391;Pfizer Inc.;PFE;54.92;-0.71;-1.28%;0.784503
392;Philip Morris International Inc.;PM;97.41;1.46;1.52%;0.374712
393;Phillips 66;PSX;80.48;2.16;2.76%;0.086031
394;Pinduoduo Inc ADR;PDD;52.18;3.65;7.52%;;0.138
395;Pinnacle West Capital Corporation;PNW;70.12;0.27;0.39%;0.019872
396;Pioneer Natural Resources Company;PXD;198.33;5.41;2.80%;0.109794
397;Pool Corporation;POOL;520.52;-8.86;-1.67%;0.053303
398;Principal Financial Group Inc.;PFG;75.02;0.80;1.08%;0.046448
399;Procter & Gamble Company;PG;162.83;-1.38;-0.84%;0.998727
400;Progressive Corporation;PGR;105.25;2.36;2.29%;0.151007
401;Prologis Inc.;PLD;156.57;-1.08;-0.69%;0.292032
402;Prudential Financial Inc.;PRU;113.22;1.82;1.63%;0.105782
403;Public Service Enterprise Group Inc;PEG;65.89;0.06;0.09%;0.083479
404;Public Storage;PSA;365.34;3.57;0.99%;0.138296
405;PulteGroup Inc.;PHM;55.03;-1.08;-1.92%;0.036501
406;Qorvo Inc.;QRVO;159;1.76;1.12%;0.043963
407;Qualcomm Inc;QCOM;186.51;0.01;0.01%;0.524788;1.394
408;Quanta Services Inc.;PWR;109.99;0.67;0.61%;0.038263
409;Quest Diagnostics Incorporated;DGX;158.35;1.03;0.65%;0.048204
410;Ralph Lauren Corporation Class A;RL;120.05;-2.08;-1.70%;0.014885
411;Raymond James Financial Inc.;RJF;106.52;1.49;1.42%;0.048847
412;Raytheon Technologies Corporation;RTX;90.07;0.50;0.56%;0.338363
413;Realty Income Corporation;O;71.41;0.33;0.46%;0.101051
414;Regency Centers Corporation;REG;76.44;0.21;0.28%;0.029244
415;Regeneron Pharmaceuticals Inc.;REGN;598.44;3.32;0.56%;0.15693;0.434
416;Regions Financial Corporation;RF;24.26;0.81;3.45%;0.056142
417;Republic Services Inc.;RSG;133.54;-0.63;-0.47%;0.070694
418;ResMed Inc.;RMD;241.8;-2.94;-1.20%;0.089326
419;Robert Half International Inc.;RHI;112.8;0.80;0.71%;0.031449
420;Rockwell Automation Inc.;ROK;335.11;-2.25;-0.67%;0.098165
421;Rollins Inc.;ROL;33.55;0.65;1.98%;0.018418
422;Roper Technologies Inc.;ROP;471.5;4.97;1.07%;0.123368
423;Ross Stores Inc.;ROST;109.51;-0.15;-0.14%;0.098226;0.267
424;Royal Caribbean Group;RCL;78;-2.61;-3.24%;0.044641
425;S&P Global Inc.;SPGI;451.96;-3.80;-0.83%;0.275452
426;SBA Communications Corp. Class A;SBAC;348.51;-2.26;-0.64%;0.09636
427;STERIS Plc;STE;238.46;-0.45;-0.19%;0.058898
428;SVB Financial Group;SIVB;733;51.07;7.49%;0.100338
429;Schlumberger NV;SLB;34.05;0.79;2.38%;0.116673
430;Seagate Technology Holdings PLC;STX;112.38;-2.33;-2.03%;0.057849
431;Seagen Inc;SGEN;144.92;-0.73;-0.50%;;0.186
432;Sealed Air Corporation;SEE;66.64;-0.16;-0.24%;0.025106
433;Sempra Energy;SRE;136.16;0.97;0.72%;0.10773
434;ServiceNow Inc.;NOW;575.6;2.84;0.50%;0.28637
435;Sherwin-Williams Company;SHW;333.56;-2.79;-0.83%;0.203622
436;Signature Bank;SBNY;364;23.00;6.74%;0.052182
437;Simon Property Group Inc.;SPG;163.16;2.13;1.32%;0.132724
438;Sirius XM Holdings Inc;SIRI;6.19;0.04;0.65%;;0.164
439;Skyworks Solutions Inc.;SWKS;158.14;0.06;0.04%;0.065478;0.177
440;Snap-on Incorporated;SNA;219.74;0.61;0.28%;0.029678
441;SolarEdge Technologies Inc.;SEDG;248.24;-1.57;-0.63%;0.033105
442;Southern Company;SO;68.17;-0.08;-0.12%;0.181256
443;Southwest Airlines Co.;LUV;43.9;-0.09;-0.20%;0.065279
444;Splunk Inc;SPLK;114.8;2.56;2.28%;;0.124
445;Stanley Black & Decker Inc.;SWK;192.5;1.14;0.60%;0.077829
446;Starbucks Corporation;SBUX;111.52;1.08;0.98%;0.326305;0.891
447;State Street Corporation;STT;98.92;1.77;1.82%;0.089098
448;Stryker Corporation;SYK;271.5;-0.75;-0.28%;0.22917
449;Synchrony Financial;SYF;47.56;0.65;1.39%;0.064489
450;Synopsys Inc.;SNPS;344.97;5.20;1.53%;0.13006;0.358
451;Sysco Corporation;SYY;79.6;-0.60;-0.75%;0.102916
452;T-Mobile US Inc.;TMUS;113.6;-1.76;-1.53%;0.169713;0.947
453;T. Rowe Price Group;TROW;190.02;2.54;1.35%;0.106682
454;TE Connectivity Ltd.;TEL;161.56;0.86;0.54%;0.132182
455;TJX Companies Inc;TJX;75.47;0.33;0.44%;0.227362
456;Take-Two Interactive Software Inc.;TTWO;164.61;-7.24;-4.21%;0.050013
457;Tapestry Inc.;TPR;41.45;0.17;0.41%;0.028968
458;Target Corporation;TGT;231.35;2.49;1.09%;0.280606
459;Teledyne Technologies Incorporated;TDY;426;-2.92;-0.68%;0.050251
460;Teleflex Incorporated;TFX;326.86;-1.78;-0.54%;0.03856
461;Teradyne Inc.;TER;163.29;3.04;1.90%;0.065628
462;Tesla Inc;TSLA;1066.5;-21.63;-1.99%;2.22382;4.627
463;Texas Instruments Incorporated;TXN;186.76;-0.06;-0.03%;0.433478;1.172
464;Textron Inc.;TXT;76.78;0.46;0.60%;0.042897
465;Thermo Fisher Scientific Inc.;TMO;620.4;1.88;0.30%;0.612361
466;Tractor Supply Company;TSCO;231.31;1.56;0.68%;0.065879
467;Trane Technologies plc;TT;195.03;2.36;1.22%;0.114808
468;TransDigm Group Incorporated;TDG;645;-2.84;-0.44%;0.085114
469;Travelers Companies Inc.;TRV;162.33;2.56;1.60%;0.099925
470;Trimble Inc.;TRMB;82.03;0.42;0.51%;0.051492
471;Truist Financial Corporation;TFC;63.98;2.31;3.75%;0.206472
472;Twitter Inc.;TWTR;39.61;0.11;0.28%;0.079057
473;Tyler Technologies Inc.;TYL;493.6;1.01;0.21%;0.05052
474;Tyson Foods Inc. Class A;TSN;90.84;1.12;1.25%;0.06634
475;U.S. Bancorp;USB;60.1;1.64;2.81%;0.197838
476;UDR Inc.;UDR;59.23;0.02;0.03%;0.043243
477;Ulta Beauty Inc;ULTA;400.49;-1.00;-0.25%;0.055129
478;Under Armour Inc. Class A;UAA;20.83;0.12;0.58%;0.009886
479;Under Armour Inc. Class C;UA;17.66;0.18;1.03%;0.008699
480;Union Pacific Corporation;UNP;253.49;0.70;0.28%;0.408276
481;United Airlines Holdings Inc.;UAL;45.93;0.15;0.33%;0.036888
482;United Parcel Service Inc. Class B;UPS;217.32;2.76;1.28%;0.393076
483;United Rentals Inc.;URI;335.17;0.15;0.04%;0.060806
484;UnitedHealth Group Incorporated;UNH;471.77;-17.92;-3.66%;1.158777
485;Universal Health Services Inc. Class B;UHS;130.62;-3.18;-2.38%;0.025449
486;V.F. Corporation;VFC;71.86;-2.33;-3.14%;0.060221
487;Valero Energy Corporation;VLO;79.85;1.65;2.11%;0.080184
488;Ventas Inc.;VTR;53.28;0.44;0.83%;0.052998
489;VeriSign Inc.;VRSN;241.82;-1.69;-0.69%;0.05942;0.185
490;Verisk Analytics Inc;VRSK;212.67;-1.64;-0.77%;0.086714;0.238
491;Verizon Communications Inc.;VZ;53.79;-0.23;-0.43%;0.561912
492;Vertex Pharmaceuticals Incorporated;VRTX;221.9;0.48;0.22%;0.141443;0.375
493;ViacomCBS Inc. Class B;VIAC;32.72;0.00;0.00%;0.049722
494;Viatris Inc.;VTRS;14.5;0.06;0.42%;0.043786
495;Visa Inc. Class A;V;219.75;-0.25;-0.11%;0.926907
496;Vornado Realty Trust;VNO;45.08;0.61;1.37%;0.017635
497;Vulcan Materials Company;VMC;209.95;1.47;0.71%;0.069384
498;W. R. Berkley Corporation;WRB;82.94;1.39;1.70%;0.02867
499;W.W. Grainger Inc.;GWW;510.13;1.78;0.35%;0.055751
500;WEC Energy Group Inc;WEC;96.35;-0.61;-0.63%;0.076716
501;Walgreens Boots Alliance Inc;WBA;52.44;-1.56;-2.89%;0.097239;0.308
502;Walmart Inc.;WMT;143.76;-0.17;-0.11%;0.515322
503;Walt Disney Company;DIS;157.3;2.11;1.36%;0.708514
504;Waste Management Inc.;WM;164.75;2.91;1.80%;0.157224
505;Waters Corporation;WAT;352.56;1.84;0.52%;0.053975
506;Wells Fargo & Company;WFC;53.68;1.39;2.66%;0.523758
507;Welltower Inc.;WELL;87.63;0.65;0.75%;0.095133
508;West Pharmaceutical Services Inc.;WST;407.74;3.77;0.93%;0.074962
509;WestRock Company;WRK;46.13;-0.05;-0.11%;0.030767
510;Western Digital Corporation;WDC;64.74;-2.32;-3.46%;0.05155
511;Westinghouse Air Brake Technologies Corporation;WAB;96.44;-0.11;-0.11%;0.045767
512;Weyerhaeuser Company;WY;40.39;0.32;0.80%;0.075347
513;Whirlpool Corporation;WHR;233.75;-1.89;-0.80%;0.037033
514;Williams Companies Inc.;WMB;27.7;0.90;3.36%;0.081671
515;Willis Towers Watson Public Limited Company;WLTW;234.34;-2.67;-1.13%;0.074182
516;Workday Inc;WDAY;250.63;2.37;0.95%;;0.325
517;Wynn Resorts Limited;WYNN;84.59;0.34;0.40%;0.022393
518;Xcel Energy Inc.;XEL;68.5;-0.54;-0.78%;0.093242;0.245
519;Xilinx Inc.;XLNX;204;2.34;1.16%;0.125245;0.354
520;Xylem Inc.;XYL;116.36;-0.16;-0.14%;0.052659
521;Yum! Brands Inc.;YUM;136.92;1.40;1.03%;0.100451
522;Zebra Technologies Corporation Class A;ZBRA;555.16;-3.02;-0.54%;0.074717
523;Zimmer Biomet Holdings Inc.;ZBH;128.93;-1.08;-0.83%;0.068089
524;Zions Bancorporation N.A.;ZION;68.94;2.72;4.11%;0.026895
525;Zoetis Inc. Class A;ZTS;217.42;0.86;0.40%;0.257418
526;Zoom Video Communications Inc;ZM;176.65;1.77;1.01%;;0.29
527;Zscaler Inc;ZS;260.36;-1.97;-0.75%;;0.262
528;eBay Inc.;EBAY;66.81;2.32;3.60%;0.103135;0.271
529;salesforce.com inc.;CRM;229.88;2.21;0.97%;0.560019
